metric,value,run_id,strategy_id,variant_id,horizon
max_drawdown,0.5122674898831199,20260422-1835,quant_trading_bot,,SHORT
operations,1237,20260422-1835,quant_trading_bot,,SHORT
ret_daily_mean,-0.0018842444309989058,20260422-1835,quant_trading_bot,,SHORT
ret_total,-0.39026530299764983,20260422-1835,quant_trading_bot,,SHORT
