ticker,asset_id,horizon,action,weight,usd_target,usd_target_effective,currency,fx_rate_used,fx_rate_source,lot_size,allow_fractional,broker_selected,current_qty,qty_target,delta_qty,order_side,order_type,time_in_force,order_qty,order_notional_usd,order_notional_ccy,min_notional_usd,order_status,cash_available_usd,cash_used_usd,price_used,price_source,expected_return_gross_pct,expected_return_net_pct,expected_return_net_usd,expected_return_source,fees_estimated_usd,fees_one_way,fees_round_trip,policy_id,policy_version,sizing_rule,constraints,reason,broker_costs,asof_date,execution_date,execution_hour
NVDA,NVDA,INTRADAY,SELL,0.0,0.0,316.28,USD,1.0,native_usd,1,True,iol,2.0,0.27301517964398825,-1.7269848203560119,SELL,MARKET,DAY,1.7269848203560119,316.28,316.28,50.0,READY,,0.0,183.14,features.close,-0.6184583333333333,-0.6244900404704693,-517.6727137708857,position_pnl,5.0,5.0,10.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,[],model_score=0.942329 day=2026-01-14 | gross_pct=-0.618458 | net_pct=-0.624490 | threshold=0.008000,"{""iol"":{""commission_pct"":0.005,""fee_one_way"":5.0,""fee_round_trip"":10.0,""min_usd"":5.0}}",2026-01-14,2026-01-19,1519
TSLA,TSLA,INTRADAY,BUY,1.0,100.0,100.0,USD,1.0,native_usd,1,True,generic_us,0.0,0.22768670309653916,0.22768670309653916,BUY,MARKET,DAY,0.22768670309653916,100.0,100.0,50.0,READY,100.0,100.0,439.2,features.close,0.0843322,0.06433219999999999,6.43322,proxy_score,2.0,1.0,2.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,"[""cap_relaxed_single_buy""]",model_score=0.921661 day=2026-01-14 | gross_pct=0.084332 | net_pct=0.064332 | threshold=0.008000,"{""generic_us"":{""commission_pct"":0.002,""fee_one_way"":1.0,""fee_round_trip"":2.0,""min_usd"":1.0}}",2026-01-14,2026-01-19,1519
NFLX,NFLX,INTRADAY,EXIT,0.0,0.0,0.0,USD,1.0,native_usd,1,True,generic_us,0.0,0.0,0.0,,MARKET,DAY,0.0,0.0,0.0,0.0,NO_ORDER,,0.0,88.55,features.close,0.07684660000000001,0.0,0.0,proxy_score,0.0,0.0,0.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,[],model_score=0.884233 day=2026-01-14 | gross_pct=0.076847 | net_pct=0.000000 | threshold=0.008000 | net<threshold,"{""balanz"":{""commission_pct"":0.006,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":5.0},""generic_us"":{""commission_pct"":0.002,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":1.0},""iol"":{""commission_pct"":0.005,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":5.0}}",2026-01-14,2026-01-19,1519
DIS,DIS,INTRADAY,EXIT,0.0,0.0,0.0,USD,1.0,native_usd,1,True,generic_us,0.0,0.0,0.0,,MARKET,DAY,0.0,0.0,0.0,0.0,NO_ORDER,,0.0,113.53,features.close,0.0757666,0.0,0.0,proxy_score,0.0,0.0,0.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,[],model_score=0.878833 day=2026-01-14 | gross_pct=0.075767 | net_pct=0.000000 | threshold=0.008000 | net<threshold,"{""balanz"":{""commission_pct"":0.006,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":5.0},""generic_us"":{""commission_pct"":0.002,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":1.0},""iol"":{""commission_pct"":0.005,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":5.0}}",2026-01-14,2026-01-19,1519
META,META,INTRADAY,EXIT,0.0,0.0,0.0,USD,1.0,native_usd,1,True,generic_us,0.0,0.0,0.0,,MARKET,DAY,0.0,0.0,0.0,0.0,NO_ORDER,,0.0,615.52,features.close,0.0653006,0.0,0.0,proxy_score,0.0,0.0,0.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,[],model_score=0.826503 day=2026-01-14 | gross_pct=0.065301 | net_pct=0.000000 | threshold=0.008000 | net<threshold,"{""balanz"":{""commission_pct"":0.006,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":5.0},""generic_us"":{""commission_pct"":0.002,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":1.0},""iol"":{""commission_pct"":0.005,""fee_one_way"":0.0,""fee_round_trip"":0.0,""min_usd"":5.0}}",2026-01-14,2026-01-19,1519
NVDA,NVDA,LONG_TERM,SELL,0.0,0.0,302.46893957054544,USD,1.0,native_usd,1,True,iol,2.0,0.3484277625284181,-1.6515722374715818,SELL,MARKET,DAY,1.6515722374715818,302.46893957054544,302.46893957054544,50.0,READY,,0.0,183.14,features.close,-0.6184583333333333,-0.624765454772123,-495.2857344158138,position_pnl,5.0,5.0,10.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,[],model_score=0.942329 day=2026-01-14 | fallback_long_term_from_intraday=true | gross_pct=-0.618458 | net_pct=-0.624765 | threshold=0.050000,"{""iol"":{""commission_pct"":0.005,""fee_one_way"":5.0,""fee_round_trip"":10.0,""min_usd"":5.0}}",2026-01-14,2026-01-19,1519
TSLA,TSLA,LONG_TERM,BUY,0.14559779480643223,72.79889740321612,72.79889740321612,USD,1.0,native_usd,1,True,generic_us,0.0,0.16575340938801483,0.16575340938801483,BUY,MARKET,DAY,0.16575340938801483,72.79889740321612,72.79889740321612,50.0,READY,500.0,72.79889740321612,439.2,features.close,0.14758134999999997,0.12010840643435136,8.743759557278127,proxy_score,2.0,1.0,2.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,"[""max_turnover_long_term""]",model_score=0.921661 day=2026-01-14 | fallback_long_term_from_intraday=true | gross_pct=0.147581 | net_pct=0.120108 | threshold=0.050000,"{""generic_us"":{""commission_pct"":0.002,""fee_one_way"":1.0,""fee_round_trip"":2.0,""min_usd"":1.0}}",2026-01-14,2026-01-19,1519
NFLX,NFLX,LONG_TERM,BUY,0.14434018020496475,72.17009010248238,72.17009010248238,USD,1.0,native_usd,1,True,generic_us,0.0,0.8150207803781183,0.8150207803781183,BUY,MARKET,DAY,0.8150207803781183,72.17009010248238,72.17009010248238,50.0,READY,427.20110259678387,72.17009010248238,88.55,features.close,0.13448155,0.10676923874806757,7.705545580621489,proxy_score,2.0,1.0,2.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,"[""max_turnover_long_term""]",model_score=0.884233 day=2026-01-14 | fallback_long_term_from_intraday=true | gross_pct=0.134482 | net_pct=0.106769 | threshold=0.050000,"{""generic_us"":{""commission_pct"":0.002,""fee_one_way"":1.0,""fee_round_trip"":2.0,""min_usd"":1.0}}",2026-01-14,2026-01-19,1519
DIS,DIS,LONG_TERM,BUY,0.14415872455051865,72.07936227525933,72.07936227525933,USD,1.0,native_usd,1,True,generic_us,0.0,0.6348926475403799,0.6348926475403799,BUY,MARKET,DAY,0.6348926475403799,72.07936227525933,72.07936227525933,50.0,READY,355.0310124943015,72.07936227525933,113.53,features.close,0.13259154999999997,0.10484435667214663,7.557114367088159,proxy_score,2.0,1.0,2.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,"[""max_turnover_long_term""]",model_score=0.878833 day=2026-01-14 | fallback_long_term_from_intraday=true | gross_pct=0.132592 | net_pct=0.104844 | threshold=0.050000,"{""generic_us"":{""commission_pct"":0.002,""fee_one_way"":1.0,""fee_round_trip"":2.0,""min_usd"":1.0}}",2026-01-14,2026-01-19,1519
META,META,LONG_TERM,BUY,0.1424004000818204,71.2002000409102,71.2002000409102,USD,1.0,native_usd,1,True,generic_us,0.0,0.11567487659362849,0.11567487659362849,BUY,MARKET,DAY,0.11567487659362849,71.2002000409102,71.2002000409102,50.0,READY,282.95165021904216,71.2002000409102,615.52,features.close,0.11427604999999999,0.08618624127964752,6.136477619885056,proxy_score,2.0,1.0,2.0,policy.topk.net_after_fees.v1,1,weights.normalized_pct,"[""max_turnover_long_term""]",model_score=0.826503 day=2026-01-14 | fallback_long_term_from_intraday=true | gross_pct=0.114276 | net_pct=0.086186 | threshold=0.050000,"{""generic_us"":{""commission_pct"":0.002,""fee_one_way"":1.0,""fee_round_trip"":2.0,""min_usd"":1.0}}",2026-01-14,2026-01-19,1519
