order_id,run_id,asset_id,ticker,horizon,broker_selected,order_side,order_type,time_in_force,order_qty,order_notional_usd,order_notional_ccy,currency,fx_rate_used,fx_rate_source,price_used,price_source,min_notional_usd,order_status,fees_estimated_usd,fees_one_way,fees_round_trip,policy_id,policy_version,current_qty,qty_target,delta_qty,asof_date,execution_date,execution_hour
0943289f72d4e528f1b9d7fc479196b80831f85aa2ba7c40452125e62da1ce2c,20260422-1820,NVDA,NVDA,LONG_TERM,generic_us,BUY,MARKET,DAY,0.4582208811487106,85.33447469632438,85.33447469632438,USD,1.0,native_usd,186.23,features.close,50.0,CLIPPED_CASH,2.0,1.0,2.0,policy.topk.net_after_fees.v1,1,0.0,0.4582208811487106,0.4582208811487106,2026-04-21,2026-04-22,1820
